"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"61",-6.71195356063149,-6.84585416130894,-7.27571818269472,-6.79366158025009,-6.79800441502302,-5.92932175057111,-5.0136111461264,-6.84089801962561,-6.93087769640299,-7.27118769718613,-6.7418777103184,-6.61540554559996,-5.74948241847865,-7.3766167036491,-7.47489933333835,-7.12555598588585,-7.22894489207219,-6.96115605570925,-7.19887181388255,-7.60864665427551,-7.69678423124537,-7.69145255795975,-5.15211657082285,-7.74675433655465,-4.83173028133349
"62",-6.64407320189257,-6.80326657181035,-7.31959782262813,-6.83145583231275,-6.82854808508821,-5.89521973926948,-5.21169416012495,-6.84103164693923,-7.06340708493566,-7.21661234857038,-6.66975126476108,-6.54708831377387,-5.76357797600231,-7.33087532232902,-7.42815035376428,-7.04161325554163,-7.22422882909666,-6.9655357349897,-7.11442807806851,-7.65400189529961,-7.7254943371278,-7.58587311099856,-5.42550159814548,-7.79656981957227,-4.74040098096284
"63",-6.65034833670207,-6.75038529687777,-7.2955208099909,-6.82907613790576,-6.79162440103778,-5.78023164681961,-5.16121734904649,-6.80288059560742,-6.90490220999973,-7.24522801593693,-6.66492115146716,-6.5482842477414,-5.72567757536299,-7.35963836711468,-7.4914076447458,-7.02076401547822,-7.22148802863386,-7.04472113405529,-7.10394397015629,-7.64351176463643,-7.66643194771581,-7.60663313425107,-5.39065197775083,-7.73329164758783,-4.66266310955169
"64",-6.78213005792871,-6.74393719375274,-7.30780649724622,-6.84518297529811,-6.83092652172741,-5.71708484589608,-5.1583070078258,-6.85150998031769,-6.91636365351874,-7.26688220616816,-6.76377862849608,-6.52697325970017,-5.80747771099497,-7.39574832324459,-7.52712107132333,-7.07262992217237,-7.1214790503443,-7.04833183878228,-7.0697701338662,-7.630772738859,-7.6958412797375,-7.48757377423508,-5.35697606491607,-7.72678967409648,-4.6850331479121
"65",-6.70598129626137,-6.7747240113993,-7.28567470551752,-6.85584074902994,-6.81504588087787,-5.66644540257326,-5.12994985908806,-6.82736098477074,-7.02268524565611,-7.21816998128406,-6.74393719375274,-6.50400592765748,-5.76130566089987,-7.35292693252669,-7.45322164381314,-7.0565867973318,-7.21079273951711,-7.01248107548187,-7.07769664471572,-7.69804288465256,-7.65189504726671,-7.49422852108744,-5.36549555903075,-7.7630853110666,-4.72026042191476
"66",-6.62289862283388,-6.77559983253755,-7.29720644039424,-6.86688757122103,-6.62537293962526,-5.58935745177142,-5.18618838018395,-6.7326022116668,-6.86825987828421,-7.10812443261101,-6.47143770739121,-6.4262996181461,-5.74634705803144,-7.39737869509752,-7.48553503754523,-7.04390233436982,-7.24402753560068,-7.01042101612089,-7.08534519054316,-7.75605363970292,-7.61848469658732,-7.53913563314687,-5.3853703028428,-7.79171712374093,-4.76145647794577
"67",-6.58660389111245,-6.86496949966436,-7.37890241892995,-6.79480931996672,-6.77072999710336,-5.53143910624629,-5.12910517271813,-6.90447495086057,-6.80881533112723,-7.05874429547182,-6.41593774110111,-6.56204017527975,-5.75564736094271,-7.40158332637956,-7.44683341570001,-7.0526159119023,-7.21836485607762,-7.00316546378679,-7.1025543572872,-7.67408778054624,-7.64410824541761,-7.56746768345585,-5.36812689794154,-7.83771037305035,-4.7491230408389
"68",-6.59106934325977,-6.80998060606973,-7.25995047606859,-6.76143106455886,-6.71855268898715,-5.50351575688595,-5.00645831554421,-7.09770586294058,-6.96811207952303,-6.91809425677732,-6.72483866117687,-6.43676998886599,-5.6588364243278,-7.41691562342907,-7.41977208811828,-7.03477729142114,-7.1840735927836,-6.96387221853803,-7.12733376413185,-7.6360856203053,-7.60807094902069,-7.57273158257539,-5.35603728253863,-7.77525584668686,-4.69922971960506
"69",-6.58919765715653,-6.77672701657573,-7.23745053132433,-6.75491157532524,-6.75515682364039,-5.43633226446589,-4.9599082314162,-7.04373865485395,-6.90106343369257,-6.93307308696643,-6.39715825277115,-6.54848370919614,-5.50812171056613,-7.34603878175003,-7.44389871073242,-7.12289523043582,-7.14891733579902,-6.9693267775163,-7.14873553414413,-7.56030906257683,-7.67347315237692,-7.59776453085115,-5.39021338125257,-7.8229751558548,-4.7150966653667
"70",-6.5532827585986,-6.77035637483113,-7.27098225291217,-6.78263415371758,-6.64034880280159,-5.27775872258348,-4.91181181265063,-6.95111024066163,-6.84813956930778,-6.90947103576564,-6.4078461669575,-6.50811663561129,-5.416071831184,-7.34648174964211,-7.44048573813618,-7.11794734969302,-7.18954995431265,-6.88865317710865,-7.11372570753919,-7.58250137417119,-7.61906643016975,-7.55565598178513,-5.19154071123233,-7.82654914107441,-4.67351020940224
"71",-6.56802305577372,-6.73921877715892,-7.22756707471024,-6.75810450447773,-6.7724754158235,-5.32671684106973,-4.91173416687064,-6.86880932884748,-6.98648931952464,-6.89822936632873,-6.44753145941485,-6.46554504693714,-5.47110735059423,-7.3704712421776,-7.45396138000764,-7.12289523043582,-7.14203200328868,-6.91449220692057,-7.06007430398043,-7.50429442102216,-7.67994566688253,-7.55374628266431,-5.15436545659563,-7.89661670369113,-4.67823255113324
"72",-6.61412663676104,-6.70796809058055,-7.31293471361314,-6.75197327742279,-6.74211978245708,-4.72388937398409,-4.90151827152515,-6.8983708791005,-6.95439775109411,-6.93146266278411,-6.39767278841409,-6.54380685107691,-5.56109314424691,-7.3376594603959,-7.46887219304383,-7.12537838176497,-7.15000884036437,-6.89342980883749,-7.12697795555311,-7.49038384122663,-7.6354939043117,-7.60663313425107,-5.3710724081713,-7.8279823193921,-4.66136267992429
"73",-6.65333456908216,-6.81452518313114,-7.23963806326954,-6.76328394631928,-6.63729203186247,-4.75988769309825,-4.90884614819422,-6.9402784706877,-6.94679315170889,-6.92985482789852,-6.40378164802252,-6.58329365740806,-5.64803696325488,-7.35851666200548,-7.40439626775617,-7.16615598018319,-7.20001926093903,-6.85991794956798,-7.06742113949751,-7.57774412439893,-7.62168842730192,-7.57662805285451,-5.36849461259912,-7.86822183747498,-4.64367344228939
"74",-6.71748917337731,-6.87501154017031,-7.33458995568374,-6.88795265168596,-6.72139427271308,-4.49028658773605,-4.86538533289255,-7.07566687405943,-6.98001879933721,-6.85991794956798,-6.39835924802574,-6.48866907492201,-5.69330894264854,-7.41810482561464,-7.45051394985114,-7.10429167530583,-7.22031569555704,-6.84746684812533,-7.12697795555311,-7.68490537946726,-7.6737804192406,-7.58728136359012,-5.31198172874209,-7.81976945408903,-4.63542322915911
"75",-6.68850501095508,-6.82183974029928,-7.32717443642428,-6.98602574847408,-6.7803677211181,-4.56985820087003,-4.87891178470825,-7.08227874861733,-6.95484688651599,-6.96462801934493,-6.40897331841857,-6.53865781504485,-5.82691910095429,-7.37753036291777,-7.44658852773503,-7.14819032740641,-7.18256813521662,-6.92606473589798,-7.10203374990017,-7.53031086669143,-7.65370064510905,-7.58587311099856,-5.41935569492509,-7.79726498817865,-4.59140817550056
"76",-6.6879315177926,-6.84491462698038,-7.32478702346177,-6.78515845141039,-6.86291849737294,-4.53700432304512,-4.97416561431486,-6.98540798783667,-6.96175901020446,-6.89625028736781,-6.37923007811675,-6.51870995501295,-5.87956545461057,-7.33897785214916,-7.44830400420033,-7.14040818696435,-7.16025408182717,-6.84975594897005,-7.13501443063003,-7.55456427861994,-7.703726512204,-7.55948635582537,-5.36512894531529,-7.80214474690319,-4.5554416866826
"77",-6.75552480892513,-6.86757348934931,-7.29594195129003,-6.81218539264473,-6.74612245624674,-4.56572971676316,-5.00658635924997,-7.17190685402372,-6.87114786763934,-6.90248348505304,-6.43383077499317,-6.33903817680037,-5.86541104433942,-7.3398577466186,-7.44267845432719,-7.08415156775671,-7.25347009697028,-6.84330604754506,-7.08329985149707,-7.68521617978056,-7.72452393433452,-7.57356526332396,-5.25887689732311,-7.77866300500847,-4.60665700504166
"78",-6.71465864902022,-6.78389550605435,-7.22599474734229,-6.73765090612677,-6.74296749670706,-4.60773060391944,-5.21287388473057,-7.11653815446246,-6.93777275782829,-6.91004360950015,-6.41140535297092,-6.32076257998119,-5.84289676965735,-7.37342545407503,-7.40745257670632,-7.16301626017853,-7.2593411534134,-6.87362994282426,-7.18898204137737,-7.4731376618119,-7.76577710273232,-7.53752532684077,-5.24795021518428,-7.78792074299496,-4.60206073961677
"79",-6.69958034336185,-6.75466638714208,-7.26565546301697,-6.85665486033677,-6.63936524991098,-4.6376491047658,-5.09107093610123,-7.20385362146508,-6.80571455344899,-6.93542016153662,-6.3826041850715,-6.3323464922179,-5.74090595995859,-7.32891432377054,-7.45766829145617,-7.05807995397587,-7.29299767997278,-6.85828507398405,-7.09288076310883,-7.48477158159773,-6.50333833905798,-7.66338595084352,-5.17845395668893,-7.78688786288936,-4.58198393387002
"80",-6.71772541245235,-6.73946020642132,-7.33415222313134,-6.88865317710865,-6.64484171485788,-4.86945200206881,-5.00426278459097,-7.09391275494448,-6.9342459356568,-6.89582670811686,-6.39681537603198,-6.29861101834737,-5.64856403659109,-7.3378790716848,-7.39737869509753,-7.0403075592569,-7.15603350486743,-6.82315155998104,-7.17975149641899,-7.52050816533069,-5.56690668078129,-7.64440661928228,-5.17095496306904,-7.80986137586434,-4.66970870712566
"81",-6.69460434512945,-6.78477940029713,-7.26893012824372,-6.93160895786154,-6.78213005792871,-4.77969365562329,-4.96255967086469,-7.0375386023611,-6.82591199551637,-6.93571393357164,-6.43134365344107,-6.36128676341075,-5.54231981710299,-7.33043921242242,-7.45272879018069,-7.04275713997063,-7.15878403378588,-6.79340670577439,-7.17638196870828,-7.58982122667412,-4.97710381088746,-7.66765294908851,-5.20881623442973,-7.74973397789174,-4.61350482277815
"82",-6.77235064197593,-6.73248231477798,-7.27057149094295,-6.88963473786894,-6.92824957399672,-4.87237758810765,-4.99100074815185,-7.13788747983202,-6.89964539601876,-6.91809425677732,-6.40975439895297,-6.36642816291117,-5.53563228763606,-7.37707342893678,-7.44365454030024,-7.05459938362696,-7.18200417242322,-6.80571455344899,-7.20385362146508,-7.59350134406177,-4.93786954885681,-7.71711530002895,-5.21460666890747,-7.78242433616547,-4.57133482697929
"83",-6.60892133473325,-6.94116434111327,-7.34914368555291,-6.87528808884464,-6.88431780915469,-4.91144304887846,-4.95456556789979,-7.06775637248757,-6.75234009285761,-6.94353050607407,-6.40059350176947,-6.30578397908806,-5.4780251992396,-7.32587150464386,-7.42287582703101,-7.10620621770598,-7.16062193174855,-6.80920360525364,-7.23665625010703,-7.56746768345585,-4.66441986062063,-7.59662590277482,-5.32398688472675,-7.74016452687559,-4.64411893612667
"84",-6.63642038221042,-6.86798526617209,-7.30249242373533,-7.0088392378727,-6.83198542321616,-4.76215822063551,-4.96399028627321,-7.1644925475845,-6.84908213990204,-6.90362097984368,-6.44536988062129,-6.39168628289316,-5.28354135715662,-7.36662116381742,-7.45002242858295,-7.08329985149707,-7.16986243364804,-6.90177320730459,-7.23844427084762,-7.54560291518713,-4.63797381843024,-7.71904270184631,-5.42793804863202,-7.74840859665067,-4.50091313606756
"85",-6.61380716495171,-6.79187882159634,-7.27057149094295,-7.00631358538569,-6.8342393187676,-4.88248711500062,-4.97973896787615,-7.06340708493566,-6.89075770261357,-6.94042606127169,-6.39245397176099,-6.31088302916337,-5.21213967030698,-7.34892158671802,-7.41810482561464,-7.11284843754697,-7.19944537283146,-6.91780561483564,-7.27530547117421,-7.56058344863974,-4.61078592477373,-7.70976115017763,-5.52199677569413,-7.73950792803388,-4.44737310115903
"86",-6.60500867706896,-6.62828540595238,-7.2913191231372,-7.14855376553507,-6.73524358671673,-4.74587829011886,-5.0099212633626,-6.88403875236482,-6.86128071892579,-6.95829697619038,-6.39458953828397,-6.33596895542646,-4.31507317470694,-7.317013285329,-7.39924523786996,-7.11583430083495,-7.13197083325768,-6.91881622634156,-7.31959782262813,-7.60634581920815,-4.61813964124276,-7.66826400929695,-5.47352145557313,-7.73329164758783,-4.52253742879711
"87",-6.58867836545872,-6.670877898499,-7.24502783577412,-7.11390125392778,-6.71383458634483,-4.73615787778892,-4.98716293791111,-6.88641322097119,-6.86442215427576,-7.00568316771312,-6.40914683915474,-6.3235464354279,-4.28962978540791,-7.32891432377054,-7.38486984540582,-6.98201710912524,-7.0894484618158,-6.97206525480961,-7.32024500202727,-7.59095212868891,-4.62530000966431,-7.68614916072213,-5.41803441405741,-7.69615549812185,-4.52683442883152
"88",-6.53265119957504,-6.79877275927903,-7.19049719318238,-7.00347983034078,-6.76377862849608,-4.70766180499516,-4.96624253947754,-7.07634300660717,-6.91176330037968,-6.98540798783667,-6.40464505681386,-6.25409170327132,-4.14850512118154,-7.28359223912563,-7.45420808039128,-7.1220098828791,-7.2032775292744,-7.03705075781122,-7.29048090012081,-7.65732165087601,-4.62805871263487,-7.67747500472397,-5.31936591253581,-7.73754071428471,-4.56275403424053
"89",-6.6029000837732,-6.88725261665562,-7.24502783577412,-6.89808787358,-6.82525405747039,-4.67132525112437,-5.00908649410641,-6.8705971310152,-6.86141709805999,-6.98170941681512,-6.47421189078683,-6.32593878106652,-4.02325788427857,-7.26770087178899,-7.43321121527085,-7.09339662590077,-7.1946757367741,-6.99518232676649,-7.27799114575616,-7.6737804192406,-4.60318644062694,-7.55020934522656,-5.2104373193426,-7.73557736286868,-4.2735156583615
"90",-6.57804051662619,-6.90961414846714,-7.29383801615668,-6.98819092098711,-6.87487329450754,-4.64150820096829,-5.04117550633451,-6.80765141247013,-6.93175527434435,-7.05063636655116,-6.44222593013132,-6.3086048554297,-4.22686095992421,-7.34869953720006,-7.48223092982458,-7.09529040282898,-7.22187911193959,-6.99705498648978,-7.28151410038937,-7.63195094223536,-4.52544840892815,-7.536453228105,-5.1900525011714,-7.74907106769179,-4.20172616652336
"91",-6.60300540790832,-7.07701959661944,-7.29467905909945,-6.87556471401929,-6.83000090182661,-4.65923423266023,-5.06245504282605,-6.90404787419382,-6.86839721262488,-6.97450576852856,-6.52668044821987,-6.32251152708413,-4.20854402654713,-7.3150792565753,-7.36323630218555,-7.11812363880762,-7.22501329667955,-6.99424731033558,-7.25690756876072,-7.5702347023768,-4.57386533615968,-7.60261821632559,-5.25225199970479,-7.77321710999701,-4.4177071075936
"92",-6.59838160816142,-7.10533551673673,-7.29069039001369,-6.8705971310152,-6.67042709267597,-4.74656918189019,-5.09021203891877,-7.02960012405748,-6.93718408967295,-6.98201710912524,-6.4858545501257,-6.24727888071174,-4.27728573951262,-7.329785403965,-7.4419470145774,-7.06157268101927,-7.19429514685514,-7.03202358432753,-7.1492810382944,-7.65460466807254,-4.77889451932803,-7.63994033226884,-5.2560792323699,-7.70912420748094,-4.35308938477928
"93",-6.55058046000175,-6.97909784762208,-7.31036731810789,-6.9566454481519,-6.87681047513272,-4.85531794814988,-5.08701507562506,-7.07990022218167,-6.8852951216234,-7.02927743931767,-6.48923293171732,-6.39887440215407,-4.22035492110505,-7.31336325443821,-7.45816358616665,-7.01996459102122,-7.12662227352909,-6.98124805579194,-7.26545115205498,-7.56415733560525,-4.91808215820029,-7.63165626122542,-5.23097919665831,-7.67408778054624,-4.42054176823557
"94",-6.56538211975426,-6.87847390773141,-7.33963770040801,-6.90932794354246,-6.68255669783179,-4.87316168223911,-5.02361198547656,-7.03445293202809,-6.87418235272645,-6.99082637712844,-6.5811272563957,-6.35567803871092,-4.23982295526948,-7.32348719658898,-7.42718927728473,-7.04915427488423,-7.07364121502782,-6.98417361026904,-7.15475250917575,-7.55565598178513,-4.77784131545273,-7.66734755895023,-5.23587926403176,-7.77287772428189,-4.38286126859818
"95",-6.55770221135229,-6.86291849737295,-7.26708680974943,-6.82118447522112,-6.80803923485234,-4.88152616528232,-5.02883563431168,-7.13519375457923,-6.85801318708732,-7.06123951426623,-6.60416470613586,-6.38522697095676,-4.25205155825214,-7.31550871760831,-7.48273854404868,-7.08910587873605,-7.26198423719261,-7.0265388149721,-7.18614730452683,-7.59378499177322,-4.66373799592162,-7.74279524197384,-5.29404080978078,-7.75738919916689,-4.44375615237732
"96",-6.63435325423723,-6.77484908175153,-7.34471105418167,-6.7745989566877,-6.66986387103337,-4.6820049493833,-4.97080350395229,-7.10568370615529,-6.90163121227418,-7.05874429547182,-6.62451161312929,-6.37084428474047,-4.30819216930749,-7.33590430417525,-7.45816358616665,-7.07769664471572,-7.27468672308806,-7.07685040619522,-7.19524689338173,-7.64261771003955,-4.74852930473715,-7.71071732554929,-5.41148606465367,-7.74049298803801,-4.41510488003904
"97",-6.59044505856568,-6.74151471194791,-7.25306646427055,-6.97649308096126,-6.80313789652226,-4.63838724291972,-4.93181091069602,-7.07549791232886,-6.91061651126317,-7.09081996897404,-6.70878733107344,-6.35724201812178,-4.34642785743402,-7.3706981796573,-7.49679987760837,-7.0879077613484,-7.25650254647896,-7.00836519188137,-7.20462226101099,-7.60491048093962,-4.97428958894155,-7.65039286882591,-5.42836097103206,-7.80810236045916,-4.31353522222984
"98",-6.68999763423007,-6.76303669696705,-7.32067668776676,-6.86237227313432,-6.76898761956237,-4.61753199354397,-4.82178154715796,-6.93836177271794,-6.92824957399672,-7.08739472157656,-6.74636555822922,-6.37611913265574,-4.48968820843485,-7.33196642991136,-7.47868482681783,-7.08671107772837,-7.26975047283444,-7.0468531561831,-7.17656886712953,-7.50533257320468,-4.97637880541817,-7.61935742391544,-5.45841905186873,-7.79761275378814,-4.22145416973832
"99",-6.61914506595753,-6.77610064637047,-7.29952883138844,-6.9012053481184,-6.87611819403895,-4.54700910038835,-4.68746542871492,-7.00143821204231,-6.88907372803656,-7.04324777699086,-6.65156387362173,-6.43694840099849,-4.4448873260601,-7.38142275478119,-7.419295443686,-7.02060407945229,-7.2773707341966,-7.01200530035594,-7.2297330694529,-7.60261821632559,-4.93755080470605,-7.57886144295092,-5.4476795296435,-7.7630853110666,-4.17733804773303
"100",-6.60892133473325,-6.75099576023841,-7.30674142099259,-6.99253538088472,-6.74612245624674,-4.56376778850565,-4.56772302266693,-6.82052963923413,-6.89427511742544,-7.09305268780623,-6.69022746645356,-6.43072283837967,-4.41147310036827,-7.2867175672243,-7.35314992282754,-7.07735806336832,-7.32543757102889,-6.94234672375176,-7.24222951294068,-7.56113244673203,-4.9041347142729,-7.4880841085151,-5.42003312523213,-7.68801773803318,-4.43238202316804
"101",-6.61529890737006,-6.86908416738157,-7.38371949442195,-6.99067115788094,-6.83357588080789,-4.52344537735643,-4.61506180427916,-6.90504467028917,-6.91133310033002,-7.08739472157656,-6.79685300441798,-6.4813677226321,-4.39732012912127,-7.32067668776676,-7.42815035376428,-7.09322464206682,-7.36256070256521,-7.04406604068106,-7.2798546932465,-7.4870637002633,-4.92080111923766,-7.51472476330103,-5.42579365896111,-7.74741571224013,-4.40606174917779
"102",-6.60680448381577,-7.0059983268711,-7.40815920728571,-6.99191358698936,-6.74054735999823,-4.55392046397837,-4.56894847083168,-6.89385237381315,-6.87722607394731,-7.13878700314535,-6.84840878454699,-6.46922388857357,-4.37697655069791,-7.37479188562447,-7.43854068524968,-7.15420401295576,-7.28755264034172,-6.85814912129538,-7.39179988007049,-7.64560100580826,-4.84616861982831,-7.53217629028368,-5.44271575493262,-7.75039732783315,-4.55993736206548
"103",-6.61465931668628,-6.8719745417013,-7.32826151121336,-6.96266412415975,-6.86579107988311,-4.53707104709449,-4.49452366590103,-6.82039872347823,-6.90106343369257,-7.07044228983168,-6.78591698494866,-6.43214241097189,-4.31622819328356,-7.32695716320235,-7.45643112687923,-7.02814886201126,-7.341619861612,-6.79877275927903,-7.3887909667947,-7.49679987760837,-4.65884224724913,-7.53833015585805,-5.43554537917939,-7.71872121012195,-4.57933536881894
"104",-6.59722899106939,-6.96236232847313,-7.40463103709637,-6.94827969873454,-6.79787641502284,-4.65004801333761,-4.50029550261337,-6.73308194302644,-6.84989076528303,-7.02589552128636,-6.88459694383898,-6.48594824010562,-4.27776958475335,-7.34670330719259,-7.38188168090215,-6.99643037685048,-7.25832643998285,-6.84935160904945,-7.42742945982461,-7.59066928326205,-4.58001774881966,-7.51866436130511,-5.39190617162546,-7.78482529770301,-4.56973409802998
"105",-6.5800972841139,-6.94279047791923,-7.45198996487926,-6.9539488173043,-6.7323624322627,-4.63431950065255,-4.56713148982305,-6.86743626807979,-6.82538561045355,-7.03949236397249,-6.88557452928099,-6.4923398400208,-4.26347690887253,-7.28755264034172,-7.3718336402085,-7.0265388149721,-7.3146499798999,-6.86073538830559,-7.47716890939767,-7.64949264370885,-4.55891384147501,-7.66247395807625,-5.3101297155959,-7.74576309246225,-4.58956402662955
"106",-6.59880107125482,-7.0760048831889,-7.34272276235245,-6.97389508148668,-6.86168991213889,-4.66902322783457,-4.62908238889162,-7.01232245862057,-6.89950370278437,-7.06040708268566,-6.92359434301188,-6.44501007131634,-4.25378923051047,-7.38325972429891,-7.36166061249545,-7.01518141863653,-7.30780649724622,-6.87418235272645,-7.44953114878923,-7.57162108829136,-4.51773508925654,-7.62812684579695,-5.25997616092726,-7.78619986836618,-4.6676384705925
"107",-6.59179816832196,-6.97145605588732,-7.36166061249545,-6.89498008749341,-6.82722917168151,-4.7200040034384,-4.64397041612817,-7.03688819583411,-6.91982786021641,-7.11442807806851,-6.94605070605893,-6.48848119328688,-4.16379570196322,-7.38602152122124,-7.37456401733135,-6.99721119987758,-7.25528846296277,-6.93762555829906,-7.50507293410157,-7.59719505475376,-4.50262649099006,-7.58362402374181,-5.27915920457811,-7.8294175546582,-4.70710799436841
"108",-6.68495464359973,-7.01932551127428,-7.34603878175003,-6.91506766370526,-6.62785339384932,-4.78175394973105,-4.57997595706795,-6.84692899682825,-6.85842104515837,-7.14891733579902,-6.69149248876015,-6.5178390012636,-4.12882066315605,-7.36775200188885,-7.32913202269379,-6.99113688792119,-7.34448993754174,-6.94101664153394,-7.38325972429891,-7.55292895527921,-4.80134149507796,-7.46987419713568,-5.30577366722449,-7.79935339826592,-4.66564838995271
"109",-6.6001655427339,-7.09253700236292,-7.37319789690031,-6.95036458407649,-6.77923642818116,-4.75629212375534,-4.52473634602555,-6.89047684318186,-6.83410659595899,-7.10342263901233,-6.76328394631928,-6.48632308782813,-4.07849933494604,-7.33678149721396,-7.35896519307377,-6.98448206184459,-7.22993021090253,-6.93747838043434,-7.41977208811828,-7.6958412797375,-4.76884945228185,-7.51498692085922,-5.26372272178354,-7.67624195894505,-4.64617076788269
"110",-6.67891370655329,-7.02236478418886,-7.3704712421776,-7.11565841480864,-6.83158820374719,-4.75602629886592,-4.39191536742425,-6.8973807099836,-6.93131638910579,-7.17975149641899,-6.80069620668873,-4.9506428048066,-3.97101503208218,-7.35381919223344,-7.29741734411747,-7.04734580747807,-7.30929951234706,-6.97542249892126,-7.30291651195203,-7.50170374599807,-4.86657205656233,-7.51262997332317,-5.2363625374128,-7.77016677717939,-4.38688412749876
"111",-6.64847268105205,-7.02204442538426,-7.40463103709637,-6.99487055747324,-6.8012097514426,-4.80716397857957,-4.41742289893517,-6.91205020326502,-6.95185645366544,-7.23864313730945,-6.86401184174864,-4.5054153528511,-3.89370607507084,-7.43854068524968,-7.34338508713657,-7.03137675377457,-7.22403280831783,-6.99222443560859,-7.33415222313134,-7.42718927728473,-4.84629587982976,-7.52103559150325,-5.24161302403684,-7.75638736238248,-4.31888551802275
"112",-6.67234442253644,-7.02332647684192,-7.48197721930692,-7.0667510104726,-6.77235064197593,-4.78182213116186,-4.20186932293153,-6.80069620668873,-6.89752210270211,-7.23170623504968,-6.81231523748034,-4.03744856376244,-3.88938127494732,-7.35605333078561,-7.35047731544606,-6.99409155922554,-7.19448542370854,-6.97848435067032,-7.28255262992502,-7.46437555793776,-4.80863366653547,-7.67163153123027,-5.2451558184338,-7.78448195006015,-4.3287838132782
"113",-6.66335357752619,-7.0565867973318,-7.3411790416798,-6.96871924408328,-6.80972153871077,-4.80604566432159,-4.13902219445541,-6.81922125228835,-6.95469715229395,-7.30079786709174,-6.92475612066216,-4.02048355933829,-4.18365364184489,-7.33262166636595,-7.33437106545632,-6.9419031664147,-7.28713501661463,-7.03770127011258,-7.30334078009586,-7.51393870273389,-4.80038594543395,-7.5760704838409,-5.25981119433262,-7.67316597989716,-4.33231172814247
"114",-6.77559983253755,-7.00536810784914,-7.3219728642282,-6.90789814633005,-6.27762396985561,-4.79346382593805,-4.21473169989655,-6.9137733513077,-6.9027677374711,-7.2591381283391,-7.00678665958832,-4.25003642906819,-4.23327171027787,-7.33875799944958,-7.34781183185992,-7.02380767021074,-7.34936583372665,-7.023968119469,-7.45420808039128,-7.5071519369294,-4.7758398900416,-7.55265666119992,-5.32980803363941,-7.63727010371296,-4.23622088117397
"115",-6.71395226801605,-6.92113003793061,-7.38325972429891,-6.89342980883749,-6.17717469584301,-4.74012299651183,-4.14195741968912,-6.92055108292819,-7.00442352339603,-7.25468197350721,-7.14764541775711,-4.39678645546164,-4.24514087423679,-7.33152984400615,-7.33196642991136,-7.031538422193,-7.28380029072317,-7.03380452869852,-7.40721714409781,-7.59265088334432,-4.75092289436431,-7.55184022354401,-5.34047954442725,-7.68677163195293,-4.1348719572839
"116",-6.79137004519258,-6.98927526777449,-7.46512359437708,-6.89794640084863,-6.01552307505823,-4.68126474548503,-4.24320923762012,-6.97176060895805,-6.95230444889431,-7.15000884036437,-7.13376006257738,-4.41241515246276,-4.28191759821272,-7.40088132564873,-7.38348958293686,-6.98324882598612,-7.37890241892995,-7.06943422523019,-7.37867361215627,-7.50741211645474,-4.78211195411617,-7.46114051716692,-5.40552084926813,-7.67193823265883,-4.08818074051849
"117",-6.73008739086953,-7.0565867973318,-7.32522067481288,-6.93747838043434,-5.31822857116709,-4.59555937528305,-4.12210931758571,-6.97618708340686,-6.93909852954785,-7.38625201563277,-7.04324777699086,-4.32028129655682,-4.20826542283029,-7.3482555860274,-7.33458995568374,-7.0531114111279,-7.2474326465523,-7.03380452869852,-7.43829781943185,-7.59719505475376,-4.75730622989114,-7.47641181156971,-5.40361439215791,-7.61095279539558,-4.06084623468749
"118",-6.68324123864574,-6.9473875053668,-7.3798181699097,-6.96689885523106,-5.02822480072302,-4.59260658246786,-4.08971529383844,-7.07262992217237,-6.96508177417386,-7.38325972429891,-6.94753614899398,-4.15359423685464,-4.21376536686167,-7.35538256496951,-7.37616018686418,-7.07956089404812,-7.24282849468964,-7.07803534073928,-7.44560957513605,-7.81197628676896,-4.75488073778933,-7.47062635963823,-5.42271508822595,-7.67193823265883,-4.07696503633363
"119",-6.7279368524063,-6.92344921566238,-7.37024435618684,-6.933512744041,-5.01554733845728,-4.67033366427547,-4.03088698223383,-7.06591398020693,-6.97710535711693,-7.32218905707306,-6.95125943872233,-4.21790784278157,-4.24120190322189,-7.30823284557926,-7.36053663800373,-7.02895485866971,-7.36256070256521,-7.19087634010635,-7.30738033060862,-7.5864361740765,-4.75461528776703,-7.52077184364467,-5.42061414526139,-7.72323152704638,-4.18324135184926
"120",-6.69818920008162,-7.00065408277763,-7.38004723874589,-6.92912484757558,-5.00778222511385,-4.680217060311,-3.97831544473372,-7.04898973354285,-7.04406604068106,-7.38280016546729,-6.8500255997739,-4.30053618427697,-4.30816032437109,-7.34338508713657,-7.40088132564873,-7.09202158271402,-7.24442753560602,-7.17134887019078,-7.41146343497926,-7.55102445191481,-4.79894566059862,-7.49038384122663,-5.4416599976587,-7.68926539883134,-4.18006119334144
"121",-6.71301120218962,-7.0061559437049,-7.43902659390842,-6.92011708653802,-4.97600615003726,-4.69770849668783,-3.86596445989057,-7.07364121502782,-7.09580751048508,-7.36571741319106,-6.80855656543812,-4.32889217912139,-4.33125747762231,-7.33393342868784,-7.341619861612,-7.06993813050666,-7.16007020759663,-7.15566733862387,-7.27695734022627,-7.73394417615911,-4.77195028221549,-7.49679987760837,-5.4039001291231,-7.69646981527044,-4.21114165550801
